Tiempo,Altitud,Acel X,Acel Y,Acel Z,Gyr X,Gyr Y,Gyr Z,Temperatura
2.357604,3.72,12440.00,13152.00,-2672.00,-380.00,255.00,522.00,27.53
2.418618,4.04,13252.00,12216.00,-1792.00,-379.00,549.00,289.00,27.52
2.458634,0.36,12988.00,11844.00,-708.00,-526.00,295.00,-636.00,27.82
2.492634,0.36,13476.00,12240.00,-1104.00,-598.00,62.00,-1429.00,27.82
2.531673,0.26,11192.00,13208.00,-1600.00,-319.00,176.00,-1299.00,27.82
2.554688,-0.77,9464.00,12276.00,-884.00,-137.00,360.00,-1382.00,27.9
2.588696,-0.77,8572.00,12196.00,-1348.00,-317.00,103.00,-665.00,27.9
2.619691,0.19,7732.00,12984.00,-1868.00,-261.00,3.00,191.00,27.82
2.650718,-0.85,9784.00,12620.00,-1120.00,-170.00,361.00,729.00,27.89
2.683725,4.16,11172.00,12384.00,-604.00,-104.00,274.00,1236.00,27.48
2.726871,5.16,10904.00,12140.00,-1432.00,111.00,207.00,1100.00,27.41
2.759879,5.16,11540.00,12240.00,-1732.00,68.00,129.00,1057.00,27.41
2.789887,0.28,11212.00,12496.00,-1912.00,34.00,219.00,1049.00,27.82
2.820893,0.28,11412.00,12352.00,-2012.00,-294.00,442.00,1274.00,27.82
2.853912,4.91,11684.00,12100.00,-1540.00,-449.00,585.00,1080.00,27.44
2.887911,8.61,12404.00,11632.00,-744.00,-388.00,490.00,776.00,27.17
2.919917,9.30,13280.00,11676.00,-876.00,-309.00,205.00,159.00,27.13
2.949934,8.86,12808.00,12036.00,-1928.00,-402.00,309.00,-1163.00,27.15
2.978948,9.49,11312.00,11820.00,-964.00,-523.00,291.00,-1189.00,27.09
3.010955,9.49,10732.00,11808.00,-556.00,-413.00,172.00,-1057.00,27.09
3.041008,6.30,9792.00,12168.00,-320.00,-223.00,161.00,-437.00,27.35
3.072016,7.84,11040.00,12072.00,-1428.00,412.00,29.00,587.00,27.21
3.105023,7.84,12244.00,11912.00,-1948.00,336.00,11.00,579.00,27.21
3.137031,7.57,12608.00,11984.00,-2004.00,-147.00,173.00,211.00,27.26
3.164018,7.57,12880.00,11996.00,-1984.00,-300.00,210.00,70.00,27.26
3.194044,6.76,12296.00,12116.00,-1520.00,-388.00,171.00,-193.00,27.32
4.739812,3.72,12440.00,13152.00,-2672.00,-380.00,255.00,522.00,27.53
4.762817,4.04,13252.00,12216.00,-1792.00,-379.00,549.00,289.00,27.52
4.793825,0.36,12988.00,11844.00,-708.00,-526.00,295.00,-636.00,27.82
4.824831,0.36,13476.00,12240.00,-1104.00,-598.00,62.00,-1429.00,27.82
4.852837,0.26,11192.00,13208.00,-1600.00,-319.00,176.00,-1299.00,27.82
4.879843,-0.77,9464.00,12276.00,-884.00,-137.00,360.00,-1382.00,27.9
4.899849,-0.77,8572.00,12196.00,-1348.00,-317.00,103.00,-665.00,27.9
4.924854,0.19,7732.00,12984.00,-1868.00,-261.00,3.00,191.00,27.82
4.953871,-0.85,9784.00,12620.00,-1120.00,-170.00,361.00,729.00,27.89
4.984867,4.16,11172.00,12384.00,-604.00,-104.00,274.00,1236.00,27.48
5.013874,5.16,10904.00,12140.00,-1432.00,111.00,207.00,1100.00,27.41
5.047882,5.16,11540.00,12240.00,-1732.00,68.00,129.00,1057.00,27.41
5.074888,0.28,11212.00,12496.00,-1912.00,34.00,219.00,1049.00,27.82
5.104896,0.28,11412.00,12352.00,-2012.00,-294.00,442.00,1274.00,27.82
5.132043,4.91,11684.00,12100.00,-1540.00,-449.00,585.00,1080.00,27.44
5.151428,8.61,12404.00,11632.00,-744.00,-388.00,490.00,776.00,27.17
5.173457,9.30,13280.00,11676.00,-876.00,-309.00,205.00,159.00,27.13
5.203458,8.86,12808.00,12036.00,-1928.00,-402.00,309.00,-1163.00,27.15
5.233454,9.49,11312.00,11820.00,-964.00,-523.00,291.00,-1189.00,27.09
5.262477,9.49,10732.00,11808.00,-556.00,-413.00,172.00,-1057.00,27.09
5.292759,6.30,9792.00,12168.00,-320.00,-223.00,161.00,-437.00,27.35
5.322766,7.84,11040.00,12072.00,-1428.00,412.00,29.00,587.00,27.21
5.34978,7.84,12244.00,11912.00,-1948.00,336.00,11.00,579.00,27.21
5.359781,7.57,12608.00,11984.00,-2004.00,-147.00,173.00,211.00,27.26
5.388781,7.57,12880.00,11996.00,-1984.00,-300.00,210.00,70.00,27.26
5.415788,6.76,12296.00,12116.00,-1520.00,-388.00,171.00,-193.00,27.32
5.441799,7.42,11344.00,11700.00,-1064.00,-438.00,233.00,-409.00,27.27
5.473806,4.97,12132.00,12036.00,-1300.00,-436.00,209.00,-488.00,27.45
5.504808,3.42,11472.00,11972.00,-1140.00,-255.00,192.00,-369.00,27.57
5.533744,3.42,11552.00,12112.00,-1256.00,-273.00,153.00,-321.00,27.56
5.562737,3.42,11412.00,12184.00,-1060.00,-229.00,180.00,-331.00,27.56
5.592745,4.48,11204.00,11868.00,-1316.00,-227.00,171.00,-239.00,27.51
5.62475,4.22,10800.00,12104.00,-1152.00,-176.00,143.00,-98.00,27.54
5.654758,4.26,11784.00,11996.00,-1144.00,-115.00,112.00,198.00,27.53
5.685764,4.26,11912.00,12032.00,-1380.00,-48.00,129.00,166.00,27.53
5.71377,3.66,11604.00,11824.00,-1720.00,-253.00,129.00,-11.00,27.57
5.742776,3.66,11500.00,12064.00,-1852.00,-333.00,158.00,37.00,27.57
5.775786,2.11,12192.00,11900.00,-1248.00,-372.00,239.00,-15.00,27.7
5.806793,4.29,11936.00,11888.00,-852.00,-389.00,161.00,-80.00,27.53
5.842811,3.93,11416.00,12052.00,-1288.00,-240.00,162.00,-190.00,27.55
5.877507,3.93,11588.00,12060.00,-1440.00,-244.00,178.00,-137.00,27.55
5.897395,0.16,11384.00,11948.00,-1116.00,-242.00,167.00,-109.00,27.85
5.930418,3.79,11336.00,11940.00,-956.00,-213.00,174.00,22.00,27.56
5.958424,6.64,12232.00,11828.00,-1000.00,72.00,76.00,-159.00,27.35
5.985424,6.64,12132.00,11908.00,-1636.00,-77.00,103.00,-207.00,27.35
6.014422,2.03,12540.00,12052.00,-1564.00,-30.00,198.00,-246.00,27.7
6.044437,6.46,11912.00,11924.00,-1464.00,-359.00,220.00,-228.00,27.36
6.074451,7.37,11368.00,11880.00,-936.00,-470.00,200.00,-133.00,27.28
6.102451,7.44,11280.00,11780.00,-876.00,-346.00,191.00,-51.00,27.26
6.134447,7.44,11784.00,11996.00,-924.00,-219.00,171.00,40.00,27.26
6.162453,8.64,11972.00,11856.00,-1196.00,-104.00,143.00,17.00,27.17
6.194677,8.74,11992.00,11852.00,-1208.00,-78.00,150.00,-41.00,27.17
6.224307,5.74,11860.00,11780.00,-1212.00,-22.00,156.00,-162.00,27.43
6.25532,8.58,11844.00,11752.00,-1184.00,-70.00,139.00,-147.00,27.17
6.286321,8.58,11808.00,11852.00,-1264.00,-50.00,130.00,-202.00,27.17
6.311333,8.65,11684.00,11772.00,-1512.00,-230.00,159.00,-189.00,27.16
6.338333,7.86,11736.00,11800.00,-1480.00,-275.00,184.00,-174.00,27.24
6.361344,7.86,11836.00,11912.00,-1416.00,-345.00,180.00,-189.00,27.24
6.392345,6.54,11724.00,11864.00,-1240.00,-375.00,219.00,-177.00,27.36
6.423342,6.18,11572.00,11852.00,-1000.00,-288.00,198.00,-167.00,27.36
6.453359,6.18,11648.00,11832.00,-1004.00,-244.00,175.00,-150.00,27.36
6.482356,5.63,11452.00,11924.00,-932.00,-173.00,143.00,-76.00,27.43
6.514362,5.64,11612.00,11900.00,-1072.00,-92.00,154.00,-11.00,27.43
6.54737,5.51,11908.00,11812.00,-1300.00,-71.00,129.00,-12.00,27.45
6.580395,5.51,11984.00,11840.00,-1320.00,-106.00,139.00,-88.00,27.45
6.600568,4.55,11992.00,11812.00,-1360.00,-122.00,143.00,-147.00,27.51
6.625583,5.07,11644.00,11864.00,-1496.00,-240.00,181.00,-226.00,27.48
6.652589,5.07,11820.00,11832.00,-1400.00,-272.00,166.00,-226.00,27.48
6.689588,4.87,11648.00,11836.00,-1400.00,-346.00,161.00,-218.00,27.52
6.715985,3.91,11720.00,11764.00,-1124.00,-298.00,180.00,-129.00,27.58
6.741993,3.91,11756.00,11824.00,-1144.00,-294.00,197.00,-124.00,27.58
6.795637,4.22,11800.00,11788.00,-1192.00,-152.00,151.00,-128.00,27.54
6.822644,4.22,11808.00,11840.00,-1232.00,-127.00,131.00,-128.00,27.54
6.848649,4.06,11736.00,11832.00,-1280.00,-102.00,142.00,-116.00,27.57
6.873653,3.77,11776.00,11756.00,-1216.00,-99.00,140.00,-72.00,27.58
6.899659,3.77,11884.00,11808.00,-1324.00,-112.00,170.00,-40.00,27.58
6.908662,4.24,11864.00,11780.00,-1436.00,-170.00,171.00,-107.00,27.53
6.931669,4.24,11972.00,11828.00,-1284.00,-214.00,158.00,-131.00,27.53
6.94667,1.18,11924.00,11800.00,-1424.00,-292.00,170.00,-194.00,27.8
6.971685,3.03,11736.00,11768.00,-1268.00,-316.00,192.00,-248.00,27.66
6.996682,3.60,11692.00,11772.00,-988.00,-259.00,162.00,-203.00,27.58
7.020704,3.60,11568.00,11748.00,-984.00,-235.00,163.00,-176.00,27.58
7.03692,-0.03,11616.00,11812.00,-1080.00,-186.00,166.00,-151.00,27.87
7.060925,3.86,11632.00,11560.00,-1240.00,-203.00,489.00,38.00,27.56
7.084939,5.29,12136.00,11704.00,-2208.00,-3.00,-115.00,-241.00,27.43
7.112953,5.29,11428.00,11628.00,-688.00,-335.00,376.00,-40.00,27.43
7.139951,0.01,11880.00,12048.00,-1912.00,172.00,146.00,-333.00,27.87
7.161976,4.10,12504.00,11492.00,-1272.00,1.00,112.00,-33.00,27.55
7.183981,6.18,11596.00,14152.00,-1936.00,594.00,575.00,583.00,27.39
1.558663,7.78,9156.00,12776.00,-3548.00,-282.00,191.00,-1244.00,27.36
1.675176,7.32,8800.00,12920.00,-3424.00,-418.00,278.00,-991.00,27.41
1.735196,7.32,8796.00,12772.00,-3224.00,-688.00,273.00,-591.00,27.41
1.772929,0.26,8704.00,12920.00,-2980.00,-909.00,239.00,-240.00,27.97
1.82404,1.35,8640.00,12900.00,-2756.00,-1082.00,284.00,240.00,27.88
1.890844,1.35,9124.00,12872.00,-2332.00,-1183.00,302.00,624.00,27.88
1.957059,0.41,9240.00,12748.00,-1756.00,-1086.00,259.00,922.00,27.96
2.023092,0.29,10072.00,12824.00,-1000.00,-854.00,233.00,1080.00,27.96
2.090107,0.29,10764.00,12732.00,-652.00,-407.00,172.00,1111.00,27.96
2.155666,0.12,11472.00,12636.00,-576.00,174.00,93.00,907.00,27.97
2.189662,-0.54,12028.00,12468.00,-992.00,584.00,14.00,550.00,28.03
2.256699,-0.54,12344.00,12680.00,-1612.00,857.00,3.00,64.00,28.03
2.32367,0.14,12236.00,12544.00,-2492.00,936.00,9.00,-416.00,27.96
2.389994,-0.12,11968.00,12636.00,-3372.00,705.00,14.00,-930.00,27.97
2.455548,4.71,10732.00,12576.00,-3804.00,157.00,68.00,-1336.00,27.59
2.52269,6.41,10208.00,12984.00,-3712.00,-476.00,162.00,-1317.00,27.45
2.588615,7.30,9268.00,13000.00,-2892.00,-898.00,262.00,-969.00,27.38
2.655694,7.30,8924.00,12984.00,-1892.00,-932.00,289.00,199.00,27.38
2.689719,9.67,9628.00,12900.00,-1676.00,-704.00,242.00,649.00,27.22
2.755491,8.85,10316.00,12852.00,-1292.00,-421.00,178.00,802.00,27.27
2.822582,9.26,11020.00,12784.00,-960.00,75.00,55.00,692.00,27.23
2.888817,8.78,11100.00,12676.00,-992.00,204.00,33.00,626.00,27.28
2.954977,8.78,11268.00,12664.00,-1244.00,572.00,-53.00,346.00,27.28
3.022043,8.96,11384.00,12824.00,-3328.00,595.00,69.00,-328.00,27.3
3.08812,8.25,11268.00,12636.00,-3572.00,444.00,63.00,-431.00,27.34
3.12213,8.25,11116.00,13140.00,-3572.00,62.00,-9.00,-709.00,27.34
3.188481,7.42,11072.00,12272.00,-3740.00,-396.00,281.00,-567.00,27.42
3.254634,5.58,9712.00,12652.00,-2980.00,-741.00,332.00,-725.00,27.55
3.321943,5.19,8864.00,13124.00,-2308.00,-923.00,208.00,-775.00,27.58
3.388652,4.58,9336.00,12440.00,-2076.00,-719.00,151.00,-198.00,27.62
3.454182,3.90,9396.00,13144.00,-1292.00,41.00,141.00,712.00,27.7
3.520691,3.90,9340.00,13080.00,-1604.00,224.00,250.00,992.00,27.7
3.587436,4.45,10952.00,11784.00,-2532.00,283.00,219.00,1059.00,27.66
3.654028,4.45,10988.00,12184.00,-2452.00,288.00,268.00,922.00,27.66
3.697059,3.24,11340.00,12568.00,-2808.00,226.00,179.00,957.00,27.76
3.754992,4.02,11976.00,12016.00,-3316.00,-325.00,368.00,230.00,27.7
3.821044,4.02,11688.00,12348.00,-3316.00,-411.00,414.00,141.00,27.7
3.886821,0.20,11784.00,12116.00,-3112.00,-683.00,480.00,-173.00,27.99
3.953658,4.91,11752.00,12180.00,-2580.00,-916.00,371.00,-568.00,27.64
4.019964,8.25,10656.00,12300.00,-1328.00,-663.00,236.00,-817.00,27.36
4.087219,8.25,10608.00,12404.00,-1424.00,-527.00,227.00,-809.00,27.36
4.153139,3.27,10068.00,12580.00,-1336.00,-299.00,154.00,-641.00,27.75
4.219653,3.43,9904.00,12544.00,-1636.00,-3.00,139.00,-342.00,27.4
4.28628,9.30,10088.00,12392.00,-2052.00,430.00,62.00,443.00,27.28
4.321015,9.24,10576.00,12496.00,-2192.00,430.00,63.00,508.00,27.31
4.386151,9.24,10700.00,12412.00,-2452.00,405.00,54.00,574.00,27.31
4.453769,4.25,11300.00,12404.00,-3088.00,207.00,75.00,436.00,27.66
4.520257,8.90,11716.00,12332.00,-3076.00,-580.00,253.00,-127.00,27.3
4.585753,9.40,11676.00,12368.00,-2984.00,-690.00,279.00,-194.00,27.28
4.652675,9.40,11540.00,12336.00,-2448.00,-820.00,323.00,-393.00,27.28
4.718911,7.78,10904.00,12320.00,-1720.00,-656.00,256.00,-640.00,27.37
4.785572,7.75,10804.00,12400.00,-1460.00,-557.00,232.00,-614.00,27.4
4.851676,6.78,10408.00,12376.00,-1528.00,-79.00,113.00,-371.00,27.48
4.918331,8.56,10336.00,12416.00,-1588.00,53.00,79.00,-272.00,27.34
4.952338,8.56,10356.00,12556.00,-1772.00,159.00,89.00,-75.00,27.34
5.018353,6.72,10608.00,12384.00,-2372.00,340.00,75.00,302.00,27.49
5.08537,5.92,10580.00,12432.00,-2640.00,249.00,66.00,325.00,27.57
5.151486,5.92,11140.00,12428.00,-2920.00,153.00,55.00,353.00,27.57
5.218505,6.66,10932.00,12320.00,-2964.00,-67.00,138.00,247.00,27.46
5.284527,4.22,11700.00,12368.00,-2800.00,-654.00,294.00,-165.00,27.67
5.35127,4.22,11628.00,12300.00,-2480.00,-744.00,261.00,-259.00,27.67
5.417979,3.68,11468.00,12396.00,-2084.00,-765.00,296.00,-411.00,27.73
5.484361,3.26,11072.00,12376.00,-1784.00,-639.00,257.00,-561.00,27.77
5.520397,3.96,10288.00,12812.00,-1536.00,-202.00,4.00,-451.00,27.72
5.584036,3.96,10940.00,8684.00,-2844.00,-167.00,692.00,36.00,27.72
5.651435,0.40,10448.00,13804.00,648.00,-68.00,-90.00,-1021.00,28.01
5.717279,4.73,10156.00,14392.00,-2436.00,548.00,-43.00,-152.00,27.64
5.783827,4.73,10200.00,13412.00,-2308.00,643.00,297.00,-152.00,27.64
5.850889,0.21,10188.00,10832.00,-4188.00,410.00,440.00,21.00,28.01
5.91699,5.41,9924.00,12540.00,-3200.00,-156.00,-42.00,-454.00,27.58
5.983017,7.09,10120.00,12852.00,-2744.00,-239.00,119.00,832.00,27.47
6.050262,7.81,10352.00,12168.00,-2920.00,-716.00,235.00,687.00,27.43
6.084286,7.42,10800.00,12780.00,-2364.00,-712.00,336.00,732.00,27.36
6.151028,8.29,11568.00,12244.00,-2076.00,-725.00,575.00,520.00,27.36
6.216504,8.07,11976.00,12128.00,-1624.00,-529.00,281.00,-76.00,27.37
6.284363,8.62,11764.00,12172.00,-1376.00,-429.00,283.00,-234.00,27.34
6.349658,8.62,11620.00,12264.00,-1348.00,-165.00,116.00,-409.00,27.34
6.41616,5.19,11200.00,12332.00,-1456.00,108.00,29.00,-636.00,27.61
6.483679,8.57,10612.00,12392.00,-2144.00,292.00,-21.00,-657.00,27.33
6.550025,9.37,10524.00,12500.00,-2176.00,296.00,-31.00,-569.00,27.3
6.615928,6.71,10308.00,12432.00,-2956.00,27.00,122.00,-224.00,27.51
6.682406,9.03,10340.00,12476.00,-2688.00,-43.00,116.00,-132.00,27.32
6.728511,9.03,10412.00,12456.00,-2792.00,-223.00,155.00,35.00,27.32
6.783034,6.87,10480.00,12548.00,-2832.00,-434.00,195.00,233.00,27.5
6.848813,8.56,10780.00,12432.00,-2748.00,-576.00,254.00,332.00,27.36
6.915948,7.41,11324.00,12280.00,-1940.00,-567.00,307.00,178.00,27.45
6.981947,7.41,11388.00,12240.00,-1672.00,-495.00,334.00,113.00,27.45
7.049967,6.48,11472.00,12220.00,-1480.00,-433.00,246.00,-50.00,27.53
7.115023,4.99,11356.00,12116.00,-1724.00,0.00,67.00,-415.00,27.67
7.182068,4.99,11300.00,12304.00,-1668.00,53.00,94.00,-449.00,27.67
7.248084,4.19,10892.00,12396.00,-2080.00,110.00,22.00,-467.00,27.71
7.289094,4.19,10904.00,12428.00,-2264.00,130.00,71.00,-463.00,27.71
7.349031,4.11,10776.00,12388.00,-2420.00,92.00,44.00,-407.00,27.74
7.414636,3.47,10648.00,12456.00,-2488.00,-54.00,86.00,-265.00,27.76
7.481681,4.06,10504.00,12412.00,-2696.00,-193.00,135.00,-144.00,27.73
7.548564,4.53,10680.00,12432.00,-2452.00,-521.00,219.00,141.00,27.7
7.614252,4.53,10896.00,12424.00,-2368.00,-512.00,258.00,161.00,27.7
7.68066,0.31,10912.00,12372.00,-2148.00,-506.00,271.00,196.00,28.02
7.747495,7.47,11316.00,12360.00,-1708.00,-282.00,220.00,39.00,27.46
7.786526,7.47,11344.00,12140.00,-1788.00,-260.00,172.00,6.00,27.46
7.848624,3.25,11376.00,12308.00,-1820.00,-138.00,154.00,-138.00,27.81
7.913771,7.49,11312.00,12352.00,-1932.00,-48.00,137.00,-260.00,27.47
7.981045,7.49,11196.00,12316.00,-1964.00,17.00,80.00,-387.00,27.38
8.04689,9.07,10680.00,12360.00,-2344.00,-28.00,83.00,-372.00,27.33
8.113675,9.33,10652.00,12400.00,-2412.00,-149.00,87.00,-291.00,27.31
8.180072,8.96,10604.00,12380.00,-2640.00,-184.00,131.00,-274.00,27.36
8.24665,8.96,10700.00,12288.00,-2584.00,-234.00,155.00,-177.00,27.36
8.313131,3.98,10604.00,12508.00,-2540.00,-381.00,170.00,-54.00,27.75
8.379704,8.51,10920.00,12352.00,-2088.00,-352.00,215.00,93.00,27.36
8.446286,8.51,10880.00,12316.00,-2032.00,-377.00,200.00,102.00,27.36
8.480308,8.39,11136.00,12344.00,-1832.00,-222.00,166.00,1.00,27.39
8.546149,8.04,11264.00,12208.00,-1860.00,-143.00,171.00,-13.00,27.41
8.6129,8.04,11256.00,12332.00,-1932.00,-125.00,151.00,-93.00,27.41
8.678937,7.02,11224.00,12232.00,-2152.00,-63.00,121.00,-331.00,27.5
8.745951,7.02,11256.00,12264.00,-2152.00,-78.00,121.00,-338.00,27.5
8.812096,6.63,10892.00,12344.00,-2248.00,-67.00,105.00,-387.00,27.54
8.87901,6.63,10724.00,12336.00,-2216.00,-127.00,123.00,-357.00,27.54
8.945039,5.16,10708.00,12284.00,-2316.00,-212.00,142.00,-268.00,27.65
9.011643,4.82,10700.00,12404.00,-2432.00,-269.00,204.00,-181.00,27.68
9.078564,3.65,10948.00,12356.00,-2076.00,-317.00,185.00,0.00,27.76
9.112577,3.65,10856.00,12364.00,-2024.00,-282.00,199.00,18.00,27.76
9.178321,3.93,11056.00,12276.00,-1968.00,-242.00,153.00,44.00,27.72
9.245365,3.93,11220.00,12348.00,-2040.00,-185.00,161.00,24.00,27.72
9.311809,2.92,11184.00,12328.00,-2008.00,-124.00,157.00,-30.00,27.83
9.378133,4.32,11212.00,12344.00,-2156.00,-149.00,145.00,-92.00,27.72
9.444651,3.54,11212.00,12284.00,-2360.00,-160.00,126.00,-296.00,27.77
9.511284,3.54,11212.00,12344.00,-2296.00,-161.00,143.00,-312.00,27.77
9.577332,0.50,11016.00,12356.00,-2244.00,-180.00,140.00,-338.00,28.03
9.644637,2.65,10884.00,12348.00,-2312.00,-238.00,123.00,-351.00,27.84
9.710894,5.47,10592.00,12248.00,-2156.00,-253.00,163.00,-256.00,27.63
9.777538,6.44,10712.00,12332.00,-2164.00,-240.00,164.00,-49.00,27.55
9.811561,6.44,10964.00,12392.00,-2108.00,-259.00,174.00,-49.00,27.55
9.877304,1.03,10772.00,12340.00,-2004.00,-216.00,158.00,2.00,27.97
9.943944,7.40,11088.00,12320.00,-2240.00,-139.00,163.00,14.00,27.48
10.01015,7.40,11124.00,12264.00,-2108.00,-172.00,141.00,-3.00,27.48
10.077566,6.92,11232.00,12264.00,-2280.00,-150.00,150.00,-127.00,27.5
10.143508,6.92,11160.00,12328.00,-2224.00,-153.00,153.00,-152.00,27.5
10.210537,1.87,11180.00,12376.00,-2272.00,-183.00,165.00,-234.00,27.92
10.27712,1.87,11112.00,12300.00,-2312.00,-241.00,112.00,-294.00,27.92
10.343248,8.99,10808.00,12400.00,-2224.00,-257.00,157.00,-291.00,27.36
10.410015,9.42,10884.00,12380.00,-2216.00,-275.00,164.00,-261.00,27.34
10.47665,9.42,10652.00,12456.00,-2172.00,-205.00,143.00,-214.00,27.34
10.543034,8.59,10904.00,12288.00,-2052.00,-199.00,152.00,-33.00,27.38
10.577238,8.87,10768.00,12252.00,-2076.00,-194.00,154.00,-7.00,27.37
10.64303,5.48,11092.00,12336.00,-2248.00,-152.00,134.00,-15.00,27.63
10.710003,9.10,11320.00,12456.00,-2268.00,-187.00,166.00,5.00,27.36
10.776711,4.62,11272.00,12268.00,-2240.00,-169.00,172.00,-117.00,27.7
10.842469,8.46,11264.00,12360.00,-2248.00,-216.00,151.00,-175.00,27.39
10.909828,8.46,11068.00,12468.00,-2260.00,-207.00,157.00,-207.00,27.39
10.975422,4.72,11008.00,12444.00,-2212.00,-199.00,175.00,-249.00,27.71
11.042049,8.67,11124.00,12352.00,-2248.00,-236.00,130.00,-276.00,27.39
11.108666,7.29,10800.00,12388.00,-2116.00,-229.00,133.00,-247.00,27.5
11.175247,7.29,10800.00,12384.00,-2012.00,-236.00,155.00,-218.00,27.5
11.241828,6.41,10796.00,12392.00,-2160.00,-194.00,159.00,-168.00,27.57
11.308565,6.96,10868.00,12336.00,-2156.00,-173.00,151.00,-39.00,27.52
11.356591,6.96,10816.00,12372.00,-2052.00,-176.00,128.00,-34.00,27.52
11.408655,6.52,11000.00,12272.00,-2328.00,-169.00,174.00,-23.00,27.57
11.475806,5.60,11164.00,12484.00,-2272.00,-219.00,177.00,-86.00,27.62
11.542293,5.34,11204.00,12312.00,-2188.00,-259.00,170.00,-116.00,27.67
11.607961,5.34,11220.00,12324.00,-2096.00,-235.00,191.00,-177.00,27.67
11.675366,4.65,11092.00,12380.00,-2156.00,-241.00,170.00,-204.00,27.73
11.742022,4.76,11104.00,12240.00,-2088.00,-278.00,178.00,-205.00,27.72
11.807639,4.20,10968.00,12360.00,-2104.00,-197.00,157.00,-207.00,27.76
11.874032,4.20,10916.00,12384.00,-2032.00,-203.00,173.00,-220.00,27.76
11.941028,3.90,10820.00,12408.00,-1972.00,-192.00,144.00,-195.00,27.8
12.006926,4.44,10604.00,12164.00,-2316.00,-123.00,139.00,-93.00,27.75
12.074352,4.44,11112.00,12436.00,-2284.00,-146.00,141.00,-82.00,27.75
12.14035,2.46,11060.00,12332.00,-2376.00,-193.00,174.00,-23.00,27.87
12.206665,3.81,11712.00,12476.00,-2800.00,-457.00,364.00,-352.00,27.79
12.246675,3.81,11720.00,12188.00,-2020.00,-454.00,141.00,-514.00,27.79
12.308011,2.77,10940.00,12132.00,-2132.00,-375.00,164.00,-619.00,27.87
12.373715,4.27,8448.00,12404.00,-784.00,-254.00,-25.00,217.00,27.75
12.440933,4.27,9228.00,12864.00,-600.00,276.00,656.00,83.00,27.75
12.50647,2.84,8968.00,12052.00,-1328.00,-9.00,297.00,755.00,27.87
12.572813,4.31,9656.00,12952.00,-3084.00,570.00,327.00,1358.00,27.75
12.639845,4.09,12228.00,12144.00,-2912.00,344.00,470.00,1228.00,27.77
12.705672,4.29,13428.00,11596.00,-3104.00,-111.00,292.00,892.00,27.76
12.739531,4.68,12904.00,12128.00,-3196.00,-541.00,307.00,-90.00,27.75
12.80702,5.37,12584.00,11956.00,-2668.00,-800.00,396.00,-905.00,27.68
12.873627,6.81,11036.00,12236.00,-1676.00,-869.00,156.00,-1342.00,27.43
12.939733,8.38,10820.00,12196.00,-1220.00,-780.00,184.00,-1438.00,27.43
13.006525,1.87,10540.00,12336.00,-1340.00,-510.00,68.00,-1219.00,27.93
13.072718,1.87,10260.00,12552.00,-1128.00,-58.00,77.00,-1079.00,27.62
13.138799,6.01,9688.00,12472.00,-1360.00,254.00,-35.00,-714.00,27.62
13.205568,9.87,9408.00,12528.00,-2328.00,658.00,44.00,799.00,27.32
13.271548,8.82,9604.00,12356.00,-2580.00,613.00,64.00,948.00,27.42
13.338483,8.82,10324.00,12452.00,-2872.00,475.00,81.00,1252.00,27.42
13.383514,5.13,11584.00,12128.00,-3300.00,97.00,205.00,1283.00,27.71
13.438689,8.14,12860.00,12116.00,-3456.00,-385.00,308.00,829.00,27.47
13.504704,8.22,13196.00,12056.00,-3188.00,-849.00,400.00,47.00,27.44
13.571719,9.03,12692.00,11900.00,-2448.00,-1202.00,438.00,-741.00,27.38
13.637755,8.65,11800.00,11996.00,-1664.00,-1204.00,334.00,-1155.00,27.41
13.70479,7.00,10768.00,12148.00,-596.00,-872.00,234.00,-1257.00,27.55
13.771786,5.22,9944.00,12448.00,-916.00,242.00,-15.00,-536.00,27.69
13.83814,4.96,10336.00,12480.00,-1512.00,595.00,-84.00,-149.00,27.74
13.904681,4.96,10300.00,12536.00,-1680.00,690.00,-50.00,-77.00,27.74
13.970674,5.70,10388.00,12540.00,-2852.00,542.00,10.00,364.00,27.63
14.017706,5.70,10512.00,12440.00,-3000.00,449.00,26.00,398.00,27.63
14.071727,3.70,11264.00,12196.00,-3400.00,-217.00,197.00,548.00,27.81
14.138283,3.70,11260.00,12216.00,-3272.00,-379.00,242.00,532.00,27.81
14.204103,3.59,11580.00,12228.00,-3232.00,-679.00,328.00,391.00,27.83
14.270443,2.36,12248.00,12152.00,-2656.00,-1009.00,422.00,85.00,27.91
